kikuyu	english
arĩa maamanyariirire na makĩmahinyĩrĩria mwaka-inĩ ũcio. Nao makĩhinyĩrĩria andũ a Isiraeli othe arĩa maarĩ mwena wa irathĩro wa Rũũĩ rwa Jorodani kũu Gileadi, bũrũri wa Aamori, mĩaka ikũmi na ĩnana. Ningĩ Aamoni makĩringa Rũũĩ rwa Jorodani nĩguo makarũe na andũ a Juda, na andũ a Benjamini, o na nyũmba ya Efiraimu; nakuo Isiraeli gũkĩgĩa na kĩnyariirĩko kĩnene. Ningĩ andũ a Isiraeli magĩkaĩra Jehova makĩmwĩra atĩrĩ, “Nĩtwĩhĩtie, tũgatiganĩria Ngai witũ, tũgatungatĩra Mabaali.”	They troubled and oppressed the children of Israel that year. For eighteen years they oppressed all the children of Israel that were beyond the Jordan in the land of the Amorites, which is in Gilead.
“Naarĩ korwo ciugo ciakwa nĩciandĩkĩtwo, igakĩandĩkwo ibuku-inĩ rĩa gĩkũnjo,	“Oh that my words were now written! Oh that they were inscribed in a book!
* 7:86 nĩ ta kilo ĩmwe na nuthu (1.5)	one male goat for a sin offering;
Nyoniai mbeeca ĩrĩa ĩhũthagĩrwo ya kũrĩha igooti.” Nao makĩmũtwarĩra dinari,	Show me the tax money.” They brought to him a denarius.
1 “Mũndũ ũciarĩtwo nĩ mũndũ-wa-nja-rĩ, aikaraga o matukũ manini, namo makaiyũrwo nĩ mathĩĩna.	If a man dies, will he live again? I would wait all the days of my warfare, until my release should come.
Mĩtĩ ya mũgũnda nĩĩgaciaraga maciaro mayo, nayo mĩgũnda ĩgĩe na magetha mayo; andũ nao nĩmagaikaraga na thayũ thĩinĩ wa bũrũri wao. Nĩmakamenya atĩ niĩ nĩ niĩ Jehova, rĩrĩa ngoinanga mĩtĩ ya macooki kuuma ngingo-inĩ ciao, na ndĩmateithũre kuuma moko-inĩ ma arĩa maamatuire ngombo.	The tree of the field will yield its fruit, and the earth will yield its increase, and they will be secure in their land. Then they will know that I am Yahweh, when I have broken the bars of their yoke, and have delivered them out of the hand of those who made slaves of them.
Ũgaatuĩka ta mũndũ ũkomete iria-inĩ rĩrĩa inene gatagatĩ, o ta mũndũ ũkomete mũthia wa gĩtugĩ kĩa macua.	Yes, you will be as he who lies down in the middle of the sea, or as he who lies on top of the rigging:
O na ningĩ matiigana kwĩrira nĩ ũndũ wa mehia ma ũragani wao, kana ũrogi wao, kana ũmaraya wao, o na kana ũici wao.	They didn’t repent of their murders, their sorceries,‡ their sexual immorality, or their thefts.
Ciĩranĩro ciaku nĩthuuranĩre o biũ, na ndungata yaku nĩĩciendete.	Your promises have been thoroughly tested, and your servant loves them.
Nĩgũkorwo mũthenya wa thĩĩna-rĩ, akaangitĩra ndĩ hau gĩikaro-inĩ gĩake; nĩakahitha kĩĩgunyĩ-inĩ kĩa hema yake, na andũgamie igũrũ wa rwaro rwa ihiga.	For his anger is but for a moment.  Sheol is the place of the dead.
Atĩrĩrĩ, wee wĩhokete andũ a Misiri, acio mahaana ta kamũrangi koinĩkangu, karĩa gatheecaga mũndũ guoko, gakamũguraria etiirania nako! Ũguo nĩguo Firaũni mũthamaki wa Misiri ahaana kũrĩ arĩa othe mamwĩhokaga.	Behold, you trust in the staff of this bruised reed, even in Egypt, which if a man leans on it, it will go into his hand and pierce it. So is Pharaoh king of Egypt to all who trust in him.
Ngoro yakwa ĩringĩkaga nĩ kwĩrirĩria ũhonokio waku, no niĩ njigĩte mwĩhoko wakwa harĩ kiugo gĩaku.	My soul faints for your salvation. I hope in your word.
Magĩthiĩ, maathiiaga na mwena o wothe wa ĩyo ĩna, o kũrĩa akerubi acio merekeirie ũthiũ; magũrũ macio ma ngaari matiagarũrũkaga rĩrĩa akerubi acio megũthiĩ. Akerubi acio maathiiaga na kũrĩa guothe mũtwe werekera, matekũgarũrũka rĩrĩa marathiĩ. Na rĩrĩ, nĩndaiguire magũrũ macio magĩĩtwo atĩrĩ, “Magũrũ marĩa mathiũrũrũkaga.”	Behold, the man clothed in linen, who had the inkhorn by his side, reported the matter, saying, “I have done as you have commanded me.”
Ngoro ya mũndũ mũũgĩ nĩyo ĩtongoragia kanua gake, nayo mĩromo yake ĩtũũgagĩria ũtaaro.	The heart of the wise instructs his mouth, and adds learning to his lips.
o ta ũrĩa kwandĩkĩtwo atĩrĩ: “Ngai nĩamaheire roho ta wa andũ magonetio nĩ toro, akĩmahe maitho matekuona, na matũ matekũigua, o nginya ũmũthĩ ũyũ.” Nake Daudi ekuuga atĩrĩ: “Metha yao ya kũrĩĩra ĩrotuĩka mũtego, na kĩndũ gĩa kũmagwatia, o na ĩtuĩke ya kũmahĩnga, na irĩhi rĩa ũũru wao.	According as it is written, “God gave them a spirit of stupor, eyes that they should not see, and ears that they should not hear, to this very day.”*
Ũtheri nĩwarĩire arĩa athingu na arĩa arũngĩrĩru ngoro makaiyũrwo nĩ gĩkeno.	Light is sown for the righteous, and gladness for the upright in heart.
kuuma mũhĩrĩga wa Simeoni, nĩ Shelumieli mũrũ wa Zurishadai;	bushels  A shekel is about
Tuganagai na mũiguanagĩre tha, na mũkarekanagĩra mũndũ na ũrĩa ũngĩ, o ta ũrĩa Ngai aamũrekeire mehia manyu thĩinĩ wa Kristũ.	And be kind to one another, tender hearted, forgiving each other, just as God also in Christ forgave you.
Jesũ agĩikara thĩ angʼetheire harĩa heekagĩrwo maruta,‡ akĩĩrorera ũrĩa gĩkundi kĩu kĩahothaga. Andũ aingĩ itonga makĩhotha mbeeca nyingĩ. No mũtumia ũmwe wa ndigwa warĩ mũthĩĩni agĩũka akĩhotha tũthendi twĩrĩ tũnini mũno twa gĩcango tũrĩa twarĩ mũigana wa mbeeca ĩmwe.§	Jesus sat down opposite the treasury and saw how the multitude cast money into the treasury. Many who were rich cast in much.
Kuuma kũu magĩthiĩ na mbere nginya kũu Biri, gĩthima-inĩ harĩa Jehova erire Musa atĩrĩ, “Cookereria andũ hamwe na nĩngũmahe maaĩ.”	From there they traveled to Beer; that is the well of which Yahweh said to Moses, “Gather the people together, and I will give them water.”
Mũrũ wakwa, nĩ kĩĩ kĩngĩtũma ũkenio nĩ mũtumia mũtharia? Nĩ kĩĩ kĩngĩtũma ũhĩmbĩrie gĩthũri kĩa mũtumia wa mũndũ ũngĩ?	My son, keep your father’s commandment, and don’t forsake your mother’s teaching.
Aikirie mĩguĩ yake, akĩharagania thũ, agĩciikĩria heni nene, agĩcingatithia.	He sent out his arrows, and scattered them. He routed them with great lightning bolts.
Nĩngatũma kĩĩruru kĩa riũa gĩcooke na thuutha makinya ikũmi marĩa gĩikũrũkĩte ngathĩ-inĩ ya Ahazu.’ ” Nĩ ũndũ ũcio ũtheri wa riũa ũgĩcooka na thuutha makinya ikũmi marĩa waikũrũkĩte.	Behold, I will cause the shadow on the sundial, which has gone down on the sundial of Ahaz with the sun, to return backward ten steps.” ’ ” So the sun returned ten steps on the sundial on which it had gone down.
Agĩcooka akĩiga thanju icio oonũrĩte mĩtaro-inĩ yothe ĩrĩa yanyuuagĩrwo maaĩ, nĩgeetha ikoragwo irĩ mbere ya mbũri rĩrĩa cioka kũnyua maaĩ. Rĩrĩa ndũũru icio ciakorwo irĩ na mũrukĩ na cioka kũnyua maaĩ-rĩ, 39igakĩhaicanĩra hau mbere ya thanju icio. Thuutha ũcio igaciara tũũri tũrĩ na manyaga, kana maara, kana marooro.	He set the rods which he had peeled opposite the flocks in the watering troughs where the flocks came to drink. They conceived when they came to drink.  Joseph means “may he add”.
Angĩgutha kĩndũ-rĩ, nũũ ũngĩhota kũmũgiria? Nũũ ũngĩmũũria atĩrĩ, ‘Nĩ atĩa ũreka?’	Behold, he snatches away. Who can hinder him? Who will ask him, ‘What are you doing?’
Gũtiiha kwayo kũmenũkagia ũtheri; maitho mayo nĩ ta mĩrũri ya rũciinĩ gũgĩthererũka.	His sneezing flashes out light. His eyes are like the eyelids of the morning.
Nowe Maritha nĩarĩ na mĩhangʼo nĩ ũndũ wa maũndũ marĩa mothe magĩrĩire kũhaarĩrio. Agĩũka harĩ Jesũ, akĩmũũria atĩrĩ, “Mwathani, kaĩ ũtarona ũrĩa mwarĩ wa maitũ andekereirie wĩra? Mwĩre oke andeithie!” Nake Mwathani akĩmũcookeria atĩrĩ, “Maritha, Maritha, nĩũtangĩkĩte, na ũgethĩĩnia na maũndũ maingĩ,	But Martha was distracted with much serving, and she came up to him, and said, “Lord, don’t you care that my sister left me to serve alone? Ask her therefore to help me.”
Aathanaga Kĩrĩma kĩa Herimoni, na Saleka, na Bashani guothe, o nginya mũhaka-inĩ wa andũ a Geshuru, na wa Maaka, na nuthu ya Gileadi o nginya mũhaka-inĩ wao na Sihoni mũthamaki wa Heshiboni.	and ruled in Mount Hermon, and in Salecah, and in all Bashan, to the border of the Geshurites and the Maacathites, and half Gilead, the border of Sihon king of Heshbon.
Ngai nĩ roho, nao arĩa mamũhooyaga no nginya mamũhooyage na roho, na mamũhooyage na ma.” Nake mũtumia ũcio akĩmwĩra atĩrĩ, “Nĩnjũũĩ atĩ Mesia” (ũrĩa wĩtagwo Kristũ) “nĩarooka. Hĩndĩ ĩrĩa agooka nĩagatũtaarĩria maũndũ mothe.” Nake Jesũ akiuga atĩrĩ, “Niĩ ndĩrakwarĩria nĩ niĩ we.” Arutwo Gũcooka harĩ Jesũ	He who keeps his commandments remains in him, and he in him. By this we know that he remains in us, by the Spirit which he gave us.
Hĩndĩ ĩrĩa andũ othe maarĩkirie kũbatithio, o nake Jesũ nĩabatithirio. Na rĩrĩa aahooyaga, Igũrũ rĩkĩhingũka,	Now when all the people were baptized, Jesus also had been baptized and was praying. The sky was opened,
Waganu waku ũhutagia o mũndũ tawe, na ũthingu waku ũkahutia o ciana cia andũ.	If they are bound in fetters, and are taken in the cords of afflictions,
Mweri nĩguo ũmenyithanagia hĩndĩ ya imera, narĩo riũa nĩrĩmenyaga hĩndĩ yarĩo ya gũthũa.	He appointed the moon for seasons. The sun knows when to set.
mũrũ wa Aminadabu, mũrũ wa Aruni, mũrũ wa Hezironi, mũrũ wa Perezu, mũrũ wa Juda,	the son of Amminadab, the son of Aram,§ the son of Hezron, the son of Perez, the son of Judah,
Thuutha wa matukũ meerĩ, nĩagatwarahũra; mũthenya wa ĩtatũ nĩagatũcookereria nĩguo tũtũũre muoyo mbere yake.	After two days he will revive us. On the third day he will raise us up, and we will live before him.
Thĩ nĩnjatũku, yatũkĩte ĩkarekania, ningĩ nĩĩrathingitha mũno mũno.	The earth is utterly broken. The earth is torn apart. The earth is shaken violently.
Akĩrekereria ithandũkũ rĩa kĩrĩkanĩro rĩrĩa rĩa hinya wake rĩthaamio, riiri ũcio wake akĩũneana moko-inĩ ma thũ.	and delivered his strength into captivity, his glory into the adversary’s hand.
ũguo noguo kiugo gĩakwa kĩrĩa kiumaga kanua gakwa gĩgaaikara: Kiugo kĩu gĩtikanjookerera o ro ũguo tũhũ, no nĩgĩkahingia ũrĩa nyendete wĩkwo, na gĩkinyanĩrie muoroto ũrĩa watũmire ndĩgĩtũme.	so is my word that goes out of my mouth: it will not return to me void, but it will accomplish that which I please, and it will prosper in the thing I sent it to do.
O na andũ a Asheri matiigana kũingata andũ othe arĩa maatũũraga Ako, kana arĩa matũũraga Sidoni, kana arĩa maatũũraga Ahalabu, kana arĩa maatũũraga Akizibu, kana arĩa maatũũraga Heliba, kana arĩa maatũũraga Afeku, kana arĩa maatũũraga Rehobu,	Asher didn’t drive out the inhabitants of Acco, nor the inhabitants of Sidon, nor of Ahlab, nor of Achzib, nor of Helbah, nor of Aphik, nor of Rehob;
Kana mũndũ o wothe ũngĩkorwo na ihiga rĩngĩũragana guoko, nake agũthe mũndũ narĩo, mũndũ ũcio akue-rĩ, ũcio ũgũthanĩte nĩ mũũragani; mũũragani ũcio no nginya ooragwo.	“These are the names of the men who shall divide the land to you for inheritance: Eleazar the priest, and Joshua the son of Nun.
kuuma kũrĩ Asirieli, nĩ mbarĩ ya Aasirieli; kuuma kũrĩ Shekemu, nĩ mbarĩ ya Ashekemu;	and Asriel, the family of the Asrielites; and Shechem, the family of the Shechemites;
Esiteri ndoimbũrĩte rũrĩrĩ rwake kana kĩhumo kĩa nyũmba yao, tondũ Moridekai nĩamũtaarĩte akamwĩra ndageke ũguo.	Esther had not made known her people nor her relatives, because Mordecai had instructed her that she should not make it known.
O ta ũrĩa ndaarũgamĩrĩire makĩmunywo na magĩtharũrio, na makĩngʼaũranio, na makĩniinwo, o na ngĩmarehera mwanangĩko-rĩ, ũguo noguo ngarũgamĩrĩra nĩguo makwo na mahaandwo wega,” nĩguo Jehova ekuuga.	It will happen that, like as I have watched over them to pluck up and to break down and to overthrow and to destroy and to afflict, so I will watch over them to build and to plant,” says Yahweh.
O na ningĩ nĩmagire gũcookia ngaatho kũrĩ nyũmba ya Jerubu-Baali (nĩwe Gideoni) nĩ ũndũ wa maũndũ marĩa mothe mega aamekĩire.	neither did they show kindness to the house of Jerubbaal, that is, Gideon, according to all the goodness which he had shown to Israel.
Athĩnjĩri-Ngai akuo mahũthagĩra hinya makiuna watho wakwa, na magathaahia indo ciakwa iria nyamũre; matikũũranaga indo iria nyamũre na iria itarĩ nyamũre; marutanaga atĩ gũtirĩ ngũũrani ya indo irĩ thaahu na iria itarĩ thaahu; na mahingaga * 22:6 Aya maarĩ atongoria thĩinĩ wa Isiraeli, no ti athamaki ta thĩinĩ wa 19:1; na 21:12.	Her priests have done violence to my law and have profaned my holy things. They have made no distinction between the holy and the common, neither have they caused men to discern between the unclean and the clean, and have hidden their eyes from my Sabbaths. So I am profaned among them.
Iguthũkagĩra itũũra inene, igatengʼerera rũthingo-inĩ. Ikahaica, igatoonya nyũmba, igatoonyera ndirica ta aici.	They rush on the city. They run on the wall. They climb up into the houses. They enter in at the windows like thieves.
tondũ mũndũ o wothe ũrĩa ũtungatagĩra Kristũ na njĩra icio nĩakenagia Ngai, o na akoonagwo arĩ mwega nĩ andũ. Nĩ ũndũ ũcio-rĩ, nĩtwĩkĩragei kĩyo gĩa gwĩkaga maũndũ marĩa marehaga ũhoro wa thayũ na magatũma tuonganĩrĩre hinya.	For the word of the cross is foolishness to those who are dying, but to us who are being saved it is the power of God.
Magĩcooka makĩrehe aira a maheeni, arĩa maarutire ũira makiuga atĩrĩ, “Mũndũ ũyũ ndatigithagĩria kwaria agĩũkagĩrĩra handũ haha hatheru, o na gũũkĩrĩra watho.	On the second time Joseph was made known to his brothers, and Joseph’s family was revealed to Pharaoh.
Ĩĩ mawĩra maku matikĩrĩ manene, Wee Jehova, meciiria maku-rĩ, matikĩrĩ marikĩru!	They break your people in pieces, Yahweh, and afflict your heritage.
Rĩrĩa ngwĩciiria ũrĩrĩ wakwa nĩguo ũkũũhooreria, na atĩ gĩtanda gĩakwa no kĩĩniinĩre gũteta-rĩ,	So are the paths of all who forget God. The hope of the godless man will perish,
Nĩngatuĩra andũ akwa matuĩro ma ciira, tondũ wa waganu wao wa kũndirika, na wa gũcinĩra ngai ingĩ ũbumba, na kũhooya indo iria methondekeire na moko mao.	I will utter my judgments against them concerning all their wickedness, in that they have forsaken me, and have burned incense to other gods, and worshiped the works of their own hands.
Nacio njiaro cia Bela kuuma kũrĩ Aridi na Naamani ciarĩ ici: kuuma kũrĩ Aridi, nĩ mbarĩ ya Aaridi; na kuuma kũrĩ Naamani nĩ mbarĩ ya Anaamani.	The sons of Bela were Ard and Naaman: the family of the Ardites; and of Naaman, the family of the Naamites.
Namo nĩmo maarĩ maroho ma ndaimono marĩa maringaga ciama, namo mathiiaga kũrĩ athamaki a thĩ yothe, nĩguo mamacookanĩrĩrie nĩ ũndũ wa mbaara ĩrĩa ĩkaarũo mũthenya ũcio mũnene wa Ngai Mwene-Hinya- Wothe.	These will war against the Lamb, and the Lamb will overcome them, for he is Lord of lords and King of kings; and those who are with him are called, chosen, and faithful.”
makĩona arutwo ake amwe makĩrĩa irio na moko maarĩ na thaahu, ũguo nĩ ta kuuga, matethambĩte moko.	Now when they saw some of his disciples eating bread with defiled, that is unwashed, hands, they found fault.
Nĩgũkorwo nĩngwarahũra mũrĩithi bũrũri-inĩ ũyũ, ũrĩa ũtakarũmbũiya ngʼondu iria ciũrĩte, kana acarie tũgondu, kana ohe iria ndiihie, o na kana arĩithie iria ngʼima, we no kũrĩa arĩrĩĩaga nyama cia ngʼondu iria noru, agĩcikũũraga mahũngũ.	For, behold, I will raise up a shepherd in the land who will not visit those who are cut off, neither will seek those who are scattered, nor heal that which is broken, nor feed that which is sound; but he will eat the meat of the fat sheep, and will tear their hoofs in pieces.
Nĩngũmahurunja ndũrĩrĩ-inĩ iria o ene matooĩ, o na kana maithe mao, njooke ndĩmaingatithie na rũhiũ rwa njora nginya ndĩmaniine biũ.”	Even so, I myself didn’t burden you. But you might say that being crafty, I caught you with deception.
Roho agĩcooka akĩnjoya na igũrũ akĩnjeheria, na niĩ ngĩthiĩ ndĩ na marũrũ na marakara ngoro-inĩ, nakuo guoko kwa Jehova kũrĩa kwa hinya kwarĩ igũrũ rĩakwa.	So the Spirit lifted me up, and took me away; and I went in bitterness, in the heat of my spirit; and Yahweh’s hand was strong on me.
“ ‘Mũtikahũthagĩre ithimi itarĩ cia kĩhooto rĩrĩa mũgũthima ũraihu, kana ũritũ, kana ũingĩ.	“ ‘You shall do no unrighteousness in judgment, in measures of length, of weight, or of quantity.
Jehova aroraga ciana cia ariũ a andũ arĩ o igũrũ, one kana nĩ harĩ ũrĩ na ũmenyo, o na kana nĩ harĩ ũrongoragia Ngai.	My soul, you have said to Yahweh, “You are my Lord. Apart from you I have no good thing.”
Theemaga ũũru, na wĩkage wega,	Depart from evil, and do good. Live securely forever.
Andũ amwe arĩa maarĩ kuo makĩigua ũũru, makĩũrania atĩrĩ, “Maguta maya maitangwo ũguo nĩkĩ?	Pilate again asked him, “Have you no answer? See how many things they testify against you!”
ũwĩre atĩrĩ, ‘Jehova ekuuga ũũ: Nĩngũgũũkĩrĩra. Nĩngũcomora rũhiũ rwakwa rwa njora kuuma njora-inĩ, na ngwehererie andũ arĩa athingu na arĩa aaganu.	But I have sent the brothers so that our boasting on your behalf may not be in vain in this respect, that, just as I said, you may be prepared,
Matukũ-inĩ macio andũ nĩmagacaragia gĩkuũ, no matigakĩona; nĩmakeriragĩria gũkua, nakĩo gĩkuũ gĩkamoorĩra.	These have the power to shut up the sky, that it may not rain during the days of their prophecy. They have power over the waters, to turn them into blood, and to strike the earth with every plague, as often as they desire.
“Wee wĩhumbĩrĩte na marakara, ũgatũingatithia; ũũraganĩte ũtekũiguanĩra tha.	“You have covered us with anger and pursued us. You have killed. You have not pitied.
Heanagai, na inyuĩ nĩmũrĩheagwo na gĩthimi kĩega, gĩkindĩrĩtwo, kĩinainĩtio na gĩgaitĩkĩrĩra, nĩkĩo mũgaitĩrĩrwo nakĩo nguo-inĩ. Nĩgũkorwo gĩthimi kĩrĩa mũthimanagĩra nakĩo, no kĩo mũrĩthimagĩrwo nakĩo.”	“Give, and it will be given to you: good measure, pressed down, shaken together, and running over, will be given to you.§ For with the same measure you measure it will be measured back to you.”
Jehova ekuuga atĩrĩ: “O na aakorwo marĩ na arata, na nĩ aingĩ mũno-rĩ, nĩmakaniinwo, meherio. O na aakorwo nĩngũnyariirĩte, wee Juda-rĩ, ndigacooka gũkũnyariira rĩngĩ. * 1:3 Ihuhũkanio na huho nene Kĩrĩkanĩro-inĩ cionanagia hinya na riiri wa Jehova. † 1:4 Bashani, na Karimeli, na Lebanoni kuoĩkaine nĩ ũndũ wa ũnoru na ũruru wakuo.	Yahweh says: “Though they are in full strength and likewise many, even so they will be cut down and pass away. Though I have afflicted you, I will afflict you no more.
